path,subject_id,class_id,eye,split,img_key
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L18.jpg,2135_L,2135,L,train,S2135L18
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L20.jpg,2135_L,2135,L,train,S2135L20
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L08.jpg,2135_L,2135,L,train,S2135L08
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L09.jpg,2135_L,2135,L,train,S2135L09
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L04.jpg,2135_L,2135,L,train,S2135L04
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L10.jpg,2135_L,2135,L,train,S2135L10
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L11.jpg,2135_L,2135,L,train,S2135L11
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L05.jpg,2135_L,2135,L,train,S2135L05
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L13.jpg,2135_L,2135,L,train,S2135L13
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L07.jpg,2135_L,2135,L,train,S2135L07
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L06.jpg,2135_L,2135,L,train,S2135L06
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L12.jpg,2135_L,2135,L,train,S2135L12
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L16.jpg,2135_L,2135,L,train,S2135L16
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L02.jpg,2135_L,2135,L,train,S2135L02
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L03.jpg,2135_L,2135,L,train,S2135L03
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L17.jpg,2135_L,2135,L,train,S2135L17
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L01.jpg,2135_L,2135,L,train,S2135L01
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L15.jpg,2135_L,2135,L,train,S2135L15
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/135/L/S2135L14.jpg,2135_L,2135,L,train,S2135L14
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R14.jpg,2307_R,2307,R,train,S2307R14
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R01.jpg,2307_R,2307,R,train,S2307R01
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R15.jpg,2307_R,2307,R,train,S2307R15
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R03.jpg,2307_R,2307,R,train,S2307R03
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R17.jpg,2307_R,2307,R,train,S2307R17
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R16.jpg,2307_R,2307,R,train,S2307R16
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R02.jpg,2307_R,2307,R,train,S2307R02
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R06.jpg,2307_R,2307,R,train,S2307R06
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R12.jpg,2307_R,2307,R,train,S2307R12
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R13.jpg,2307_R,2307,R,train,S2307R13
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R07.jpg,2307_R,2307,R,train,S2307R07
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R11.jpg,2307_R,2307,R,train,S2307R11
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R05.jpg,2307_R,2307,R,train,S2307R05
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R04.jpg,2307_R,2307,R,train,S2307R04
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R10.jpg,2307_R,2307,R,train,S2307R10
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R09.jpg,2307_R,2307,R,train,S2307R09
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R20.jpg,2307_R,2307,R,train,S2307R20
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R08.jpg,2307_R,2307,R,train,S2307R08
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R18.jpg,2307_R,2307,R,train,S2307R18
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/R/S2307R19.jpg,2307_R,2307,R,train,S2307R19
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L07.jpg,2307_L,2307,L,test,S2307L07
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L13.jpg,2307_L,2307,L,test,S2307L13
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L12.jpg,2307_L,2307,L,test,S2307L12
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L06.jpg,2307_L,2307,L,test,S2307L06
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L10.jpg,2307_L,2307,L,test,S2307L10
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L04.jpg,2307_L,2307,L,test,S2307L04
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L05.jpg,2307_L,2307,L,test,S2307L05
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L11.jpg,2307_L,2307,L,test,S2307L11
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L15.jpg,2307_L,2307,L,test,S2307L15
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L01.jpg,2307_L,2307,L,test,S2307L01
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L14.jpg,2307_L,2307,L,test,S2307L14
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L02.jpg,2307_L,2307,L,test,S2307L02
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L16.jpg,2307_L,2307,L,test,S2307L16
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L17.jpg,2307_L,2307,L,test,S2307L17
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L03.jpg,2307_L,2307,L,test,S2307L03
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L19.jpg,2307_L,2307,L,test,S2307L19
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L18.jpg,2307_L,2307,L,test,S2307L18
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L08.jpg,2307_L,2307,L,test,S2307L08
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L20.jpg,2307_L,2307,L,test,S2307L20
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/307/L/S2307L09.jpg,2307_L,2307,L,test,S2307L09
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R19.jpg,2338_R,2338,R,test,S2338R19
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R18.jpg,2338_R,2338,R,test,S2338R18
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R20.jpg,2338_R,2338,R,test,S2338R20
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R08.jpg,2338_R,2338,R,test,S2338R08
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R09.jpg,2338_R,2338,R,test,S2338R09
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R04.jpg,2338_R,2338,R,test,S2338R04
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R10.jpg,2338_R,2338,R,test,S2338R10
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R11.jpg,2338_R,2338,R,test,S2338R11
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R05.jpg,2338_R,2338,R,test,S2338R05
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R13.jpg,2338_R,2338,R,test,S2338R13
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R07.jpg,2338_R,2338,R,test,S2338R07
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R06.jpg,2338_R,2338,R,test,S2338R06
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R12.jpg,2338_R,2338,R,test,S2338R12
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R16.jpg,2338_R,2338,R,test,S2338R16
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R02.jpg,2338_R,2338,R,test,S2338R02
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R03.jpg,2338_R,2338,R,test,S2338R03
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R17.jpg,2338_R,2338,R,test,S2338R17
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R01.jpg,2338_R,2338,R,test,S2338R01
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R15.jpg,2338_R,2338,R,test,S2338R15
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/R/S2338R14.jpg,2338_R,2338,R,test,S2338R14
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L09.jpg,2338_L,2338,L,train,S2338L09
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L08.jpg,2338_L,2338,L,train,S2338L08
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L20.jpg,2338_L,2338,L,train,S2338L20
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L18.jpg,2338_L,2338,L,train,S2338L18
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L19.jpg,2338_L,2338,L,train,S2338L19
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L17.jpg,2338_L,2338,L,train,S2338L17
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L03.jpg,2338_L,2338,L,train,S2338L03
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L02.jpg,2338_L,2338,L,train,S2338L02
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L16.jpg,2338_L,2338,L,train,S2338L16
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L14.jpg,2338_L,2338,L,train,S2338L14
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L15.jpg,2338_L,2338,L,train,S2338L15
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L01.jpg,2338_L,2338,L,train,S2338L01
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L05.jpg,2338_L,2338,L,train,S2338L05
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L11.jpg,2338_L,2338,L,train,S2338L11
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L10.jpg,2338_L,2338,L,train,S2338L10
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L04.jpg,2338_L,2338,L,train,S2338L04
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L12.jpg,2338_L,2338,L,train,S2338L12
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L06.jpg,2338_L,2338,L,train,S2338L06
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L07.jpg,2338_L,2338,L,train,S2338L07
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/338/L/S2338L13.jpg,2338_L,2338,L,train,S2338L13
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R09.jpg,2300_R,2300,R,train,S2300R09
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R08.jpg,2300_R,2300,R,train,S2300R08
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R20.jpg,2300_R,2300,R,train,S2300R20
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R18.jpg,2300_R,2300,R,train,S2300R18
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R19.jpg,2300_R,2300,R,train,S2300R19
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R14.jpg,2300_R,2300,R,train,S2300R14
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R15.jpg,2300_R,2300,R,train,S2300R15
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R01.jpg,2300_R,2300,R,train,S2300R01
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R17.jpg,2300_R,2300,R,train,S2300R17
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R03.jpg,2300_R,2300,R,train,S2300R03
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R02.jpg,2300_R,2300,R,train,S2300R02
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R16.jpg,2300_R,2300,R,train,S2300R16
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R12.jpg,2300_R,2300,R,train,S2300R12
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R06.jpg,2300_R,2300,R,train,S2300R06
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R07.jpg,2300_R,2300,R,train,S2300R07
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R13.jpg,2300_R,2300,R,train,S2300R13
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R05.jpg,2300_R,2300,R,train,S2300R05
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R11.jpg,2300_R,2300,R,train,S2300R11
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R10.jpg,2300_R,2300,R,train,S2300R10
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/R/S2300R04.jpg,2300_R,2300,R,train,S2300R04
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L19.jpg,2300_L,2300,L,train,S2300L19
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L18.jpg,2300_L,2300,L,train,S2300L18
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L20.jpg,2300_L,2300,L,train,S2300L20
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L08.jpg,2300_L,2300,L,train,S2300L08
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L09.jpg,2300_L,2300,L,train,S2300L09
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L13.jpg,2300_L,2300,L,train,S2300L13
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L07.jpg,2300_L,2300,L,train,S2300L07
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L06.jpg,2300_L,2300,L,train,S2300L06
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L12.jpg,2300_L,2300,L,train,S2300L12
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L04.jpg,2300_L,2300,L,train,S2300L04
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L10.jpg,2300_L,2300,L,train,S2300L10
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L11.jpg,2300_L,2300,L,train,S2300L11
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L05.jpg,2300_L,2300,L,train,S2300L05
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L01.jpg,2300_L,2300,L,train,S2300L01
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L15.jpg,2300_L,2300,L,train,S2300L15
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L14.jpg,2300_L,2300,L,train,S2300L14
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L16.jpg,2300_L,2300,L,train,S2300L16
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L02.jpg,2300_L,2300,L,train,S2300L02
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L03.jpg,2300_L,2300,L,train,S2300L03
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/300/L/S2300L17.jpg,2300_L,2300,L,train,S2300L17
